year,race_ethnicity,total_count
2018,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,4458.0
2018,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,350.0
2018,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,24674.0
2018,Unsheltered Homeless Veterans - White,17696.0
2019,"Overall Homeless - American Indian, Alaska Native, or Indigenous",35932.0
2019,Overall Homeless - Asian or Asian American,14456.0
2019,"Overall Homeless - Black, African American, or African",451470.0
2019,Overall Homeless - Hispanic/Latina/e/o,249230.0
2019,Overall Homeless - Native Hawaiian or Other Pacific Islander,18622.0
2019,Overall Homeless - Non-Hispanic/Latina/e/o,886200.0
2019,Overall Homeless - White,541214.0
2019,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",28596.0
2019,Overall Homeless Individuals - Asian or Asian American,10862.0
2019,"Overall Homeless Individuals - Black, African American, or African",272782.0
2019,Overall Homeless Individuals - Hispanic/Latina/e/o,151062.0
2019,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,10240.0
2019,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,641028.0
2019,Overall Homeless Individuals - White,420648.0
2019,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",7336.0
2019,Overall Homeless People in Families - Asian or Asian American,3594.0
2019,"Overall Homeless People in Families - Black, African American, or African",178688.0
2019,Overall Homeless People in Families - Hispanic/Latina/e/o,98168.0
2019,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,8382.0
2019,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,245172.0
2019,Overall Homeless People in Families - White,120566.0
2019,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",2470.0
2019,Overall Homeless Veterans - Asian or Asian American,718.0
2019,"Overall Homeless Veterans - Black, African American, or African",24430.0
2019,Overall Homeless Veterans - Hispanic/Latina/e/o,8474.0
2019,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,714.0
2019,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,65696.0
2019,Overall Homeless Veterans - White,41980.0
2019,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",12422.0
2019,Sheltered ES Homeless - Asian or Asian American,5848.0
2019,"Sheltered ES Homeless - Black, African American, or African",278016.0
2019,Sheltered ES Homeless - Hispanic/Latina/e/o,124936.0
2019,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,5750.0
2019,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,433718.0
2019,Sheltered ES Homeless - White,225768.0
2019,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",8196.0
2019,Sheltered ES Homeless Individuals - Asian or Asian American,3884.0
2019,"Sheltered ES Homeless Individuals - Black, African American, or African",133950.0
2019,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,48912.0
2019,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,2752.0
2019,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,264434.0
2019,Sheltered ES Homeless Individuals - White,150246.0
2019,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",4226.0
2019,Sheltered ES Homeless People in Families - Asian or Asian American,1964.0
2019,"Sheltered ES Homeless People in Families - Black, African American, or African",144066.0
2019,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,76024.0
2019,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,2998.0
2019,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,169284.0
2019,Sheltered ES Homeless People in Families - White,75522.0
2019,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",518.0
2019,Sheltered ES Homeless Veterans - Asian or Asian American,162.0
2019,"Sheltered ES Homeless Veterans - Black, African American, or African",8056.0
2019,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,1884.0
2019,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,142.0
2019,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,19720.0
2019,Sheltered ES Homeless Veterans - White,11898.0
2019,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",94.0
2019,Sheltered SH Homeless - Asian or Asian American,56.0
2019,"Sheltered SH Homeless - Black, African American, or African",1684.0
2019,Sheltered SH Homeless - Hispanic/Latina/e/o,368.0
2019,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,24.0
2019,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,3498.0
2019,Sheltered SH Homeless - White,1904.0
2019,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",94.0
2019,Sheltered SH Homeless Individuals - Asian or Asian American,56.0
2019,"Sheltered SH Homeless Individuals - Black, African American, or African",1684.0
2019,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,368.0
2019,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,24.0
2019,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,3498.0
2019,Sheltered SH Homeless Individuals - White,1904.0
2019,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",36.0
2019,Sheltered SH Homeless Veterans - Asian or Asian American,16.0
2019,"Sheltered SH Homeless Veterans - Black, African American, or African",806.0
2019,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,148.0
2019,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,8.0
2019,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,1716.0
2019,Sheltered SH Homeless Veterans - White,966.0
2019,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",3444.0
2019,Sheltered TH Homeless - Asian or Asian American,1582.0
2019,"Sheltered TH Homeless - Black, African American, or African",59008.0
2019,Sheltered TH Homeless - Hispanic/Latina/e/o,27660.0
2019,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,2276.0
2019,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,122664.0
2019,Sheltered TH Homeless - White,74568.0
2019,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1758.0
2019,Sheltered TH Homeless Individuals - Asian or Asian American,792.0
2019,"Sheltered TH Homeless Individuals - Black, African American, or African",30512.0
2019,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,11408.0
2019,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,566.0
2019,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,70442.0
2019,Sheltered TH Homeless Individuals - White,44238.0
2019,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",1686.0
2019,Sheltered TH Homeless People in Families - Asian or Asian American,790.0
2019,"Sheltered TH Homeless People in Families - Black, African American, or African",28496.0
2019,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,16252.0
2019,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,1710.0
2019,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,52222.0
2019,Sheltered TH Homeless People in Families - White,30330.0
2019,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",342.0
2019,Sheltered TH Homeless Veterans - Asian or Asian American,186.0
2019,"Sheltered TH Homeless Veterans - Black, African American, or African",8298.0
2019,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1660.0
2019,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,132.0
2019,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,20352.0
2019,Sheltered TH Homeless Veterans - White,12392.0
2019,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",15960.0
2019,Sheltered Total Homeless - Asian or Asian American,7486.0
2019,"Sheltered Total Homeless - Black, African American, or African",338708.0
2019,Sheltered Total Homeless - Hispanic/Latina/e/o,152964.0
2019,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,8050.0
2019,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,559880.0
2019,Sheltered Total Homeless - White,302240.0
2019,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",10048.0
2019,Sheltered Total Homeless Individuals - Asian or Asian American,4732.0
2019,"Sheltered Total Homeless Individuals - Black, African American, or African",166146.0
2019,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,60688.0
2019,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,3342.0
2019,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,338374.0
2019,Sheltered Total Homeless Individuals - White,196388.0
2019,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",5912.0
2019,Sheltered Total Homeless People in Families - Asian or Asian American,2754.0
2019,"Sheltered Total Homeless People in Families - Black, African American, or African",172562.0
2019,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,92276.0
2019,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,4708.0
2019,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,221506.0
2019,Sheltered Total Homeless People in Families - White,105852.0
2019,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",896.0
2019,Sheltered Total Homeless Veterans - Asian or Asian American,364.0
2019,"Sheltered Total Homeless Veterans - Black, African American, or African",17160.0
2019,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3692.0
2019,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,282.0
2019,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,41788.0
2019,Sheltered Total Homeless Veterans - White,25256.0
2019,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",19972.0
2019,Unsheltered Homeless - Asian or Asian American,6970.0
2019,"Unsheltered Homeless - Black, African American, or African",112762.0
2019,Unsheltered Homeless - Hispanic/Latina/e/o,96266.0
2019,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,10572.0
2019,Unsheltered Homeless - Non-Hispanic/Latina/e/o,326320.0
2019,Unsheltered Homeless - White,238974.0
2019,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",18548.0
2019,Unsheltered Homeless Individuals - Asian or Asian American,6130.0
2019,"Unsheltered Homeless Individuals - Black, African American, or African",106636.0
2019,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,90374.0
2019,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,6898.0
2019,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,302654.0
2019,Unsheltered Homeless Individuals - White,224260.0
2019,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1424.0
2019,Unsheltered Homeless People in Families - Asian or Asian American,840.0
2019,"Unsheltered Homeless People in Families - Black, African American, or African",6126.0
2019,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,5892.0
2019,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,3674.0
2019,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,23666.0
2019,Unsheltered Homeless People in Families - White,14714.0
2019,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1574.0
2019,Unsheltered Homeless Veterans - Asian or Asian American,354.0
2019,"Unsheltered Homeless Veterans - Black, African American, or African",7270.0
2019,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,4782.0
2019,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,432.0
2019,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,23908.0
2019,Unsheltered Homeless Veterans - White,16724.0
2020,"Overall Homeless - American Indian, Alaska Native, or Indigenous",37870.0
2020,Overall Homeless - Asian or Asian American,15276.0
2020,"Overall Homeless - Black, African American, or African",457592.0
2020,Overall Homeless - Hispanic/Latina/e/o,260696.0
2020,Overall Homeless - Native Hawaiian or Other Pacific Islander,17588.0
2020,Overall Homeless - Non-Hispanic/Latina/e/o,900214.0
2020,Overall Homeless - White,561224.0
2020,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",30148.0
2020,Overall Homeless Individuals - Asian or Asian American,11582.0
2020,"Overall Homeless Individuals - Black, African American, or African",275428.0
2020,Overall Homeless Individuals - Hispanic/Latina/e/o,160342.0
2020,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,10456.0
2020,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,657440.0
2020,Overall Homeless Individuals - White,441144.0
2020,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",7722.0
2020,Overall Homeless People in Families - Asian or Asian American,3694.0
2020,"Overall Homeless People in Families - Black, African American, or African",182164.0
2020,Overall Homeless People in Families - Hispanic/Latina/e/o,100354.0
2020,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,7132.0
2020,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,242774.0
2020,Overall Homeless People in Families - White,120080.0
2020,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",2164.0
2020,Overall Homeless Veterans - Asian or Asian American,900.0
2020,"Overall Homeless Veterans - Black, African American, or African",24372.0
2020,Overall Homeless Veterans - Hispanic/Latina/e/o,8124.0
2020,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,740.0
2020,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,66380.0
2020,Overall Homeless Veterans - White,42320.0
2020,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",12740.0
2020,Sheltered ES Homeless - Asian or Asian American,6088.0
2020,"Sheltered ES Homeless - Black, African American, or African",274982.0
2020,Sheltered ES Homeless - Hispanic/Latina/e/o,127672.0
2020,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,6518.0
2020,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,432108.0
2020,Sheltered ES Homeless - White,230422.0
2020,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",8414.0
2020,Sheltered ES Homeless Individuals - Asian or Asian American,3876.0
2020,"Sheltered ES Homeless Individuals - Black, African American, or African",130398.0
2020,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,51044.0
2020,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,3376.0
2020,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,262650.0
2020,Sheltered ES Homeless Individuals - White,153444.0
2020,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",4326.0
2020,Sheltered ES Homeless People in Families - Asian or Asian American,2212.0
2020,"Sheltered ES Homeless People in Families - Black, African American, or African",144584.0
2020,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,76628.0
2020,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,3142.0
2020,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,169458.0
2020,Sheltered ES Homeless People in Families - White,76978.0
2020,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",516.0
2020,Sheltered ES Homeless Veterans - Asian or Asian American,178.0
2020,"Sheltered ES Homeless Veterans - Black, African American, or African",7652.0
2020,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,1740.0
2020,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,178.0
2020,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,18544.0
2020,Sheltered ES Homeless Veterans - White,11010.0
2020,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",66.0
2020,Sheltered SH Homeless - Asian or Asian American,52.0
2020,"Sheltered SH Homeless - Black, African American, or African",1730.0
2020,Sheltered SH Homeless - Hispanic/Latina/e/o,358.0
2020,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,24.0
2020,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,3614.0
2020,Sheltered SH Homeless - White,1972.0
2020,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",66.0
2020,Sheltered SH Homeless Individuals - Asian or Asian American,52.0
2020,"Sheltered SH Homeless Individuals - Black, African American, or African",1730.0
2020,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,358.0
2020,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,24.0
2020,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,3614.0
2020,Sheltered SH Homeless Individuals - White,1972.0
2020,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",24.0
2020,Sheltered SH Homeless Veterans - Asian or Asian American,24.0
2020,"Sheltered SH Homeless Veterans - Black, African American, or African",832.0
2020,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,176.0
2020,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,14.0
2020,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,1892.0
2020,Sheltered SH Homeless Veterans - White,1126.0
2020,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",3406.0
2020,Sheltered TH Homeless - Asian or Asian American,1532.0
2020,"Sheltered TH Homeless - Black, African American, or African",57698.0
2020,Sheltered TH Homeless - Hispanic/Latina/e/o,26564.0
2020,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,1874.0
2020,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,118434.0
2020,Sheltered TH Homeless - White,70886.0
2020,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1630.0
2020,Sheltered TH Homeless Individuals - Asian or Asian American,804.0
2020,"Sheltered TH Homeless Individuals - Black, African American, or African",30724.0
2020,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,11436.0
2020,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,548.0
2020,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,69854.0
2020,Sheltered TH Homeless Individuals - White,43164.0
2020,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",1776.0
2020,Sheltered TH Homeless People in Families - Asian or Asian American,728.0
2020,"Sheltered TH Homeless People in Families - Black, African American, or African",26974.0
2020,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,15128.0
2020,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,1326.0
2020,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,48580.0
2020,Sheltered TH Homeless People in Families - White,27722.0
2020,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",296.0
2020,Sheltered TH Homeless Veterans - Asian or Asian American,176.0
2020,"Sheltered TH Homeless Veterans - Black, African American, or African",8276.0
2020,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1712.0
2020,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,126.0
2020,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,20032.0
2020,Sheltered TH Homeless Veterans - White,12238.0
2020,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",16212.0
2020,Sheltered Total Homeless - Asian or Asian American,7672.0
2020,"Sheltered Total Homeless - Black, African American, or African",334410.0
2020,Sheltered Total Homeless - Hispanic/Latina/e/o,154594.0
2020,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,8416.0
2020,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,554156.0
2020,Sheltered Total Homeless - White,303280.0
2020,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",10110.0
2020,Sheltered Total Homeless Individuals - Asian or Asian American,4732.0
2020,"Sheltered Total Homeless Individuals - Black, African American, or African",162852.0
2020,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,62838.0
2020,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,3948.0
2020,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,336118.0
2020,Sheltered Total Homeless Individuals - White,198580.0
2020,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",6102.0
2020,Sheltered Total Homeless People in Families - Asian or Asian American,2940.0
2020,"Sheltered Total Homeless People in Families - Black, African American, or African",171558.0
2020,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,91756.0
2020,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,4468.0
2020,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,218038.0
2020,Sheltered Total Homeless People in Families - White,104700.0
2020,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",836.0
2020,Sheltered Total Homeless Veterans - Asian or Asian American,378.0
2020,"Sheltered Total Homeless Veterans - Black, African American, or African",16760.0
2020,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3628.0
2020,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,318.0
2020,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,40468.0
2020,Sheltered Total Homeless Veterans - White,24374.0
2020,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",21658.0
2020,Unsheltered Homeless - Asian or Asian American,7604.0
2020,"Unsheltered Homeless - Black, African American, or African",123182.0
2020,Unsheltered Homeless - Hispanic/Latina/e/o,106102.0
2020,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,9172.0
2020,Unsheltered Homeless - Non-Hispanic/Latina/e/o,346058.0
2020,Unsheltered Homeless - White,257944.0
2020,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",20038.0
2020,Unsheltered Homeless Individuals - Asian or Asian American,6850.0
2020,"Unsheltered Homeless Individuals - Black, African American, or African",112576.0
2020,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,97504.0
2020,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,6508.0
2020,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,321322.0
2020,Unsheltered Homeless Individuals - White,242564.0
2020,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1620.0
2020,Unsheltered Homeless People in Families - Asian or Asian American,754.0
2020,"Unsheltered Homeless People in Families - Black, African American, or African",10606.0
2020,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,8598.0
2020,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,2664.0
2020,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,24736.0
2020,Unsheltered Homeless People in Families - White,15380.0
2020,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1328.0
2020,Unsheltered Homeless Veterans - Asian or Asian American,522.0
2020,"Unsheltered Homeless Veterans - Black, African American, or African",7612.0
2020,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,4496.0
2020,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,422.0
2020,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,25912.0
2020,Unsheltered Homeless Veterans - White,17946.0
2021,"Overall Homeless - American Indian, Alaska Native, or Indigenous",20060.0
2021,Overall Homeless - Asian or Asian American,8420.0
2021,"Overall Homeless - Black, African American, or African",319950.0
2021,Overall Homeless - Hispanic/Latina/e/o,160918.0
2021,Overall Homeless - Native Hawaiian or Other Pacific Islander,9788.0
2021,Overall Homeless - Non-Hispanic/Latina/e/o,580368.0
2021,Overall Homeless - White,346778.0
2021,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",12506.0
2021,Overall Homeless Individuals - Asian or Asian American,5858.0
2021,"Overall Homeless Individuals - Black, African American, or African",177752.0
2021,Overall Homeless Individuals - Hispanic/Latina/e/o,75882.0
2021,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,4816.0
2021,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,389400.0
2021,Overall Homeless Individuals - White,243544.0
2021,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",5794.0
2021,Overall Homeless People in Families - Asian or Asian American,2520.0
2021,"Overall Homeless People in Families - Black, African American, or African",141670.0
2021,Overall Homeless People in Families - Hispanic/Latina/e/o,84844.0
2021,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,4908.0
2021,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,188898.0
2021,Overall Homeless People in Families - White,99952.0
2021,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",986.0
2021,Overall Homeless Veterans - Asian or Asian American,316.0
2021,"Overall Homeless Veterans - Black, African American, or African",15538.0
2021,Overall Homeless Veterans - Hispanic/Latina/e/o,3846.0
2021,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,338.0
2021,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,39898.0
2021,Overall Homeless Veterans - White,25050.0
2021,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",12920.0
2021,Sheltered ES Homeless - Asian or Asian American,6110.0
2021,"Sheltered ES Homeless - Black, African American, or African",245698.0
2021,Sheltered ES Homeless - Hispanic/Latina/e/o,121710.0
2021,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,7570.0
2021,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,403648.0
2021,Sheltered ES Homeless - White,226588.0
2021,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",8808.0
2021,Sheltered ES Homeless Individuals - Asian or Asian American,4402.0
2021,"Sheltered ES Homeless Individuals - Black, African American, or African",129848.0
2021,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,54186.0
2021,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,3916.0
2021,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,264224.0
2021,Sheltered ES Homeless Individuals - White,158038.0
2021,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",4112.0
2021,Sheltered ES Homeless People in Families - Asian or Asian American,1708.0
2021,"Sheltered ES Homeless People in Families - Black, African American, or African",115850.0
2021,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,67524.0
2021,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,3654.0
2021,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,139424.0
2021,Sheltered ES Homeless People in Families - White,68550.0
2021,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",530.0
2021,Sheltered ES Homeless Veterans - Asian or Asian American,136.0
2021,"Sheltered ES Homeless Veterans - Black, African American, or African",7410.0
2021,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,2004.0
2021,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,186.0
2021,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,19000.0
2021,Sheltered ES Homeless Veterans - White,11948.0
2021,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",52.0
2021,Sheltered SH Homeless - Asian or Asian American,40.0
2021,"Sheltered SH Homeless - Black, African American, or African",1472.0
2021,Sheltered SH Homeless - Hispanic/Latina/e/o,314.0
2021,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,32.0
2021,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,3052.0
2021,Sheltered SH Homeless - White,1664.0
2021,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",52.0
2021,Sheltered SH Homeless Individuals - Asian or Asian American,40.0
2021,"Sheltered SH Homeless Individuals - Black, African American, or African",1472.0
2021,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,314.0
2021,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,32.0
2021,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,3052.0
2021,Sheltered SH Homeless Individuals - White,1664.0
2021,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",26.0
2021,Sheltered SH Homeless Veterans - Asian or Asian American,6.0
2021,"Sheltered SH Homeless Veterans - Black, African American, or African",804.0
2021,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,180.0
2021,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,20.0
